Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global"
simple,MAX825,"HARMONIC COLOR WARM NATURAL 3",1,0,visible,"Professional Italian Hair Care: HARMONIC COLOR WARM NATURAL 3","HARMONIC COLOR WARM NATURAL 3",taxable,1,100,0,0,,,,,1,,,6751.745,"Maxy Look > Technical & Coloring","Maxy Look, Technical & Coloring, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX825-n7003-biondo-naturale-caldo-100-ml.png",,,,,,,,,0,,,,
simple,MAX719,"Deep Restructuring A+B Lotion",1,0,visible,"Professional Italian Hair Care: LOZIONE A+B RESTRUCT. INT UOVO","Deep Restructuring A+B Lotion",taxable,1,100,0,0,,,,,1,,,42258.8166,"Maxy Look > Treatments & Serums","Maxy Look, Treatments & Serums, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX719-ab-intense-restructuring-lotion.png",,,,,,,,,0,,,,
simple,MAX720,"Restructuring and Nourishing Cream to Milk Formula 125ml",1,0,visible,"Professional Italian Hair Care: CREMA RESTRUCT. UOVO 125 ML(LEAVE IN)","Restructuring and Nourishing Cream to Milk Formula 125ml",taxable,1,100,0,0,,,,,1,,,"21,946.72480","Maxy Look > Other","Maxy Look, Other, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX720-Restructuring-and-Nourishing-Cream-to-Milk-Formula-125ml.png",,,,,,,,,0,,,,
simple,MAX721,"Restructuring and Nourishing Shampoo 250 ml
",1,0,visible,"Professional Italian Hair Care: SHAMPOO RESTRUCT. UOVO 250 ML","Restructuring and Nourishing Shampoo 250 ml",taxable,1,100,0,0,,,,,1,,,12082.07,"Maxy Look > Shampoos","Maxy Look, Shampoos, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX721-restructuring-nourishing-shampoo-250-ml.png",,,,,,,,,0,,,,
simple,MAX722,"Restructuring and Nourishing Shampoo 1000 ml",1,0,visible,"Professional Italian Hair Care: SHAMPOO RESTRUCT. UOVO 1000 ML","Restructuring and Nourishing Shampoo 1000 ml",taxable,1,100,0,0,,,,,1,,,"23,666.64300","Maxy Look > Shampoos","Maxy Look, Shampoos, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX721-restructuring-nourishing-shampoo-1000-ml.png",,,,,,,,,0,,,,
simple,MAX723,"Restructuring and Nourishing Mask 350 ml",1,0,visible,"Professional Italian Hair Care: MACSCHERA RISTRUCT. UOVO 350 ML","Restructuring and Nourishing Mask 350 ml",taxable,1,100,0,0,,,,,1,,,24874.85,"Maxy Look > Other","Maxy Look, Other, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX723-restructuring-nourishing-mask-350-ml.png",,,,,,,,,0,,,,
simple,MAX725,"Deep Restructuring Kit",1,0,visible,"Professional Italian Hair Care: KIT MAXI LOOK EGG BOX","Deep Restructuring Kit",taxable,1,100,0,0,,,,,1,,,81035.1542,"Maxy Look > Other","Maxy Look, Other, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX725-proteins-and-minerals-off-egg-kit.png",,,,,,,,,0,,,,
simple,MAX733,"Shampoo Moisture Repair 500 ml",1,0,visible,"Professional Italian Hair Care: ARGANWAY MOISTURE REPAIR SHAMPOO 500 ML","Shampoo Moisture Repair 500 ml",taxable,1,100,0,0,,,,,1,,,20752.732,"Maxy Look > Shampoos","Maxy Look, Shampoos, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX733-shampoo-moisture-repair-500-ml.png",,,,,,,,,0,,,,
simple,MAX734,"intense-hydrating-mask-500-ml",1,0,visible,"Professional Italian Hair Care: ARGANWAY IINT HYDRATOR MASK
500 ML","intense-hydrating-mask-500-ml",taxable,1,100,0,0,,,,,1,,,23140.7176,"Maxy Look > Conditioners & Masks","Maxy Look, Conditioners & Masks, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX734-intense-hydrating-mask-500-ml.png",,,,,,,,,0,,,,
simple,MAX735,"Instant Repair Leave-in Oil 100 ml",1,0,visible,"Professional Italian Hair Care: ARGANWAY INSTANT REPAIR LEAVE","Instant Repair Leave-in Oil 100 ml",taxable,1,100,0,0,,,,,1,,,"30,873.24240","Maxy Look > Other","Maxy Look, Other, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX735-instant-repair-leave-in-oil-100-ml.png",,,,,,,,,0,,,,
simple,MAX736,"Protective Shining Spray 125 ml",1,0,visible,"Professional Italian Hair Care: ARGANWAYPROTECTIVE SHINNING SPRAY 125 ML","Protective Shining Spray 125 ml",taxable,1,100,0,0,,,,,1,,,"32,266.23400","Maxy Look > Styling & Finishing","Maxy Look, Styling & Finishing, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX736-protective-shining-spray-125-ml.png",,,,,,,,,0,,,,
simple,MAX798,"Compact Bleaching Powder Blue 500 gr",1,0,visible,"Professional Italian Hair Care: BLEACHING BLU DECOLORANTE
500 ML.","Compact Bleaching Powder Blue 500 gr",taxable,1,100,0,0,,,,,1,,,"22,103.08100","Maxy Look > Technical & Coloring","Maxy Look, Technical & Coloring, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX798-compact-bleaching-powder-blue-500-gr.png",,,,,,,,,0,,,,
simple,MAX703,"Perfumed Oxidizing Emulsion Cream 40 vol",1,0,visible,"Professional Italian Hair Care: ML OXY IN CREAM 40 VOL","Perfumed Oxidizing Emulsion Cream 40 vol",taxable,1,100,0,0,,,,,1,,,7931.5236,"Maxy Look > Styling & Finishing","Maxy Look, Styling & Finishing, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX703-perfumed-oxidizing-emulsion-cream-40-vol.png",,,,,,,,,0,,,,
simple,MAX700,"Perfumed Oxidizing Emulsion Cream 10 vol",1,0,visible,"Professional Italian Hair Care: ML OXY IN CREAM 10 VOL","Perfumed Oxidizing Emulsion Cream 10 vol",taxable,1,100,0,0,,,,,1,,,7931.5236,"Maxy Look > Styling & Finishing","Maxy Look, Styling & Finishing, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX700-perfumed-oxidizing-emulsion-cream.png",,,,,,,,,0,,,,
simple,MAX701,"Perfumed Oxidizing Emulsion Cream 20 vol",1,0,visible,"Professional Italian Hair Care: ML OXY IN CREAM 20 VOL","Perfumed Oxidizing Emulsion Cream 20 vol",taxable,1,100,0,0,,,,,1,,,7931.5236,"Maxy Look > Styling & Finishing","Maxy Look, Styling & Finishing, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX701-perfumed-oxidizing-emulsion-cream-20-vol.png",,,,,,,,,0,,,,
simple,MAX702,"Perfumed Oxidizing Emulsion Cream 30 volumi",1,0,visible,"Professional Italian Hair Care: ML OXY IN CREAM 30 VOL","Perfumed Oxidizing Emulsion Cream 30 volumi",taxable,1,100,0,0,,,,,1,,,7931.5236,"Maxy Look > Styling & Finishing","Maxy Look, Styling & Finishing, Italian Cosmetics",,"https://italiacosmetics.com/wp-content/uploads/2026/04/MAX702-perfumed-oxidizing-emulsion-cream-30-vol.png",,,,,,,,,0,,,,
simple,UNA0061/02,"UNA ENERGIZING CHAMPU 1000ML",1,0,visible,"Professional Italian Hair Care: UNA ENERGIZING CHAMPU 1000ML","UNA ENERGIZING CHAMPU 1000ML",taxable,1,100,0,0,,,,,1,,,"18,904.88600","UNA > Shampoos","UNA, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0241/01,"UNA REVITALIZING HAIR
ACONDICIONADOR 1000ML",1,0,visible,"Professional Italian Hair Care: UNA REVITALIZING HAIR
ACONDICIONADOR 1000ML","UNA REVITALIZING HAIR ACONDICIONADOR 1000ML",taxable,1,100,0,0,,,,,1,,,"25,727.70200","UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0281/01,"UNA INTENSIVE PROTEIN HAIR TRATAMIENTO 250ML",1,0,visible,"Professional Italian Hair Care: UNA INTENSIVE PROTEIN HAIR TRATAMIENTO 250ML","UNA INTENSIVE PROTEIN HAIR TRATAMIENTO 250ML",taxable,1,100,0,0,,,,,1,,,"15,564.54900","UNA > Treatments & Serums","UNA, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0282/01,"UNA INTENSIVE PROTEIN HAIR TRATAMIENTO 500ML",1,0,visible,"Professional Italian Hair Care: UNA INTENSIVE PROTEIN HAIR TRATAMIENTO 500ML","UNA INTENSIVE PROTEIN HAIR TRATAMIENTO 500ML",taxable,1,100,0,0,,,,,1,,,"22,529.50700","UNA > Treatments & Serums","UNA, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNAR487/03,"UNA INTENSIVE PROTEIN HAIR TRATAMIENTO 1000ML",1,0,visible,"Professional Italian Hair Care: UNA INTENSIVE PROTEIN HAIR TRATAMIENTO 1000ML","UNA INTENSIVE PROTEIN HAIR TRATAMIENTO 1000ML",taxable,1,100,0,0,,,,,1,,,"29,394.96560","UNA > Treatments & Serums","UNA, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0312,"UNA RESTRUCTURIZING HAIR TRATAMIENTO 90ML GOTERO",1,0,visible,"Professional Italian Hair Care: UNA RESTRUCTURIZING HAIR TRATAMIENTO 90ML GOTERO","UNA RESTRUCTURIZING HAIR TRATAMIENTO 90ML GOTERO",taxable,1,100,0,0,,,,,1,,,17170.7536,"UNA > Treatments & Serums","UNA, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0081/02,"UNA HYDRATING CHAMPU 1000ML",1,0,visible,"Professional Italian Hair Care: UNA HYDRATING CHAMPU 1000ML","UNA HYDRATING CHAMPU 1000ML",taxable,1,100,0,0,,,,,1,,,"18,904.88600","UNA > Shampoos","UNA, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0271/01,"UNA MOISTURIZING HAIR MASCARILLA 500ML",1,0,visible,"Professional Italian Hair Care: UNA MOISTURIZING HAIR MASCARILLA 500ML","UNA MOISTURIZING HAIR MASCARILLA 500ML",taxable,1,100,0,0,,,,,1,,,"18,904.88600","UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNAM487/03,"UNA MOISTURIZING HAIR MASCARILLA 1000ML",1,0,visible,"Professional Italian Hair Care: UNA MOISTURIZING HAIR MASCARILLA 1000ML","UNA MOISTURIZING HAIR MASCARILLA 1000ML",taxable,1,100,0,0,,,,,1,,,"29,394.96560","UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0251/01,"UNA DETANGLER 250ML",1,0,visible,"Professional Italian Hair Care: UNA DETANGLER 250ML","UNA DETANGLER 250ML",taxable,1,100,0,0,,,,,1,,,"16,744.32760","UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0191,"UNA DAILY HYDRO-ACTIVE HAIR ACONDICIONADOR 1000ML",1,0,visible,"Professional Italian Hair Care: UNA DAILY HYDRO-ACTIVE HAIR ACONDICIONADOR 1000ML","UNA DAILY HYDRO-ACTIVE HAIR ACONDICIONADOR 1000ML",taxable,1,100,0,0,,,,,1,,,20582.1616,"UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0111/02,"UNA COMPENSATING CHAMPU 250M",1,0,visible,"Professional Italian Hair Care: UNA COMPENSATING CHAMPU 250M","UNA COMPENSATING CHAMPU 250M",taxable,1,100,0,0,,,,,1,,,14185.7716,"UNA > Shampoos","UNA, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0121/02,"UNA COMPENSATING CHAMPU             
1000ML",1,0,visible,"Professional Italian Hair Care: UNA COMPENSATING CHAMPU             
1000ML","UNA COMPENSATING CHAMPU 1000ML",taxable,1,100,0,0,,,,,1,,,"25,770.34460","UNA > Shampoos","UNA, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0331,"UNA OXYGENATING SCALP                        
TRATAMIENTO 12X10ML AMPOLLA",1,0,visible,"Professional Italian Hair Care: UNA OXYGENATING SCALP                        
TRATAMIENTO 12X10ML AMPOLLA","UNA OXYGENATING SCALP TRATAMIENTO 12X10ML AMPOLLA",taxable,1,100,0,0,,,,,1,,,36388.352,"UNA > Treatments & Serums","UNA, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0332,"UNA OXYGENATING SCALP                        
TRATAMIENTO 90ML GOTERO",1,0,visible,"Professional Italian Hair Care: UNA OXYGENATING SCALP                        
TRATAMIENTO 90ML GOTERO","UNA OXYGENATING SCALP TRATAMIENTO 90ML GOTERO",taxable,1,100,0,0,,,,,1,,,12906.4936,"UNA > Treatments & Serums","UNA, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0141/02,"UNA PURIFYING CHAMPU1000ML",1,0,visible,"Professional Italian Hair Care: UNA PURIFYING CHAMPU1000ML","UNA PURIFYING CHAMPU1000ML",taxable,1,100,0,0,,,,,1,,,23098.075,"UNA > Shampoos","UNA, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0041/01,"UNA NEUTRALIZING CHAMPU               
1000ML",1,0,visible,"Professional Italian Hair Care: UNA NEUTRALIZING CHAMPU               
1000ML","UNA NEUTRALIZING CHAMPU   1000ML",taxable,1,100,0,0,,,,,1,,,"19,331.31200","UNA > Shampoos","UNA, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0211/01,"UNA ACID HAIR ACONDICIONADOR    
1000ML",1,0,visible,"Professional Italian Hair Care: UNA ACID HAIR ACONDICIONADOR    
1000ML","UNA ACID HAIR ACONDICIONADOR   1000ML",taxable,1,100,0,0,,,,,1,,,"25,727.70200","UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0221,"UNA VITAMIN LEAVE-IN HAIR                  
TRATAMIENTO 250ML",1,0,visible,"Professional Italian Hair Care: UNA VITAMIN LEAVE-IN HAIR                  
TRATAMIENTO 250ML","UNA VITAMIN LEAVE-IN HAIR  TRATAMIENTO 250ML",taxable,1,100,0,0,,,,,1,,,"19,160.74160","UNA > Treatments & Serums","UNA, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0015,"UNA COCONUT OIL HAIR                          
MASCARILLA 1000ML",1,0,visible,"Professional Italian Hair Care: UNA COCONUT OIL HAIR                          
MASCARILLA 1000ML","UNA COCONUT OIL HAIR  MASCARILLA 1000ML",taxable,1,100,0,0,,,,,1,,,19231.8126,"UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0016/01,"UNA VITAMINS HAIR MASCARILLA      
1000ML",1,0,visible,"Professional Italian Hair Care: UNA VITAMINS HAIR MASCARILLA      
1000ML","UNA VITAMINS HAIR MASCARILLA 1000ML",taxable,1,100,0,0,,,,,1,,,19231.8126,"UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNAM487/402,"UNA RE-BUILD THERAPY                   
MASCARILLA 500ML",1,0,visible,"Professional Italian Hair Care: UNA RE-BUILD THERAPY                   
MASCARILLA 500ML","UNA RE-BUILD THERAPY  MASCARILLA 500ML",taxable,1,100,0,0,,,,,1,,,"19,800.38060","UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNAM487/1001,"UNA RE-BUILD THERAPY                  
MASCARILLA 1000ML",1,0,visible,"Professional Italian Hair Care: UNA RE-BUILD THERAPY                  
MASCARILLA 1000ML","UNA RE-BUILD THERAPY MASCARILLA 1000ML",taxable,1,100,0,0,,,,,1,,,26196.7706,"UNA > Conditioners & Masks","UNA, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0421,"UNA DESIGNING OIL NON OIL                   
250ML",1,0,visible,"Professional Italian Hair Care: UNA DESIGNING OIL NON OIL                   
250ML","UNA DESIGNING OIL NON OIL 250ML",taxable,1,100,0,0,,,,,1,,,16175.7596,"UNA > Treatments & Serums","UNA, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0541,"UNA SILKER 150ML",1,0,visible,"Professional Italian Hair Care: UNA SILKER 150ML","UNA SILKER 150ML",taxable,1,100,0,0,,,,,1,,,28996.968,"UNA > Other","UNA, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0561,"UNA PURE GLOSS                                       
ABRILLANTADOR 150M",1,0,visible,"Professional Italian Hair Care: UNA PURE GLOSS                                       
ABRILLANTADOR 150M","UNA PURE GLOSS ABRILLANTADOR 150M",taxable,1,100,0,0,,,,,1,,,27404.9776,"UNA > Styling & Finishing","UNA, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0521,"UNA SCULPTING GEL 250ML",1,0,visible,"Professional Italian Hair Care: UNA SCULPTING GEL 250ML","UNA SCULPTING GEL 250ML",taxable,1,100,0,0,,,,,1,,,10916.5056,"UNA > Styling & Finishing","UNA, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0531/01,"UNA SCULPTING GEL 500ML",1,0,visible,"Professional Italian Hair Care: UNA SCULPTING GEL 500ML","UNA SCULPTING GEL 500ML",taxable,1,100,0,0,,,,,1,,,"19,160.74160","UNA > Styling & Finishing","UNA, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16011,"SOFTENING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: SOFTENING SHAMPOO 1000 ML","SOFTENING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,24306.282,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16012,"SOFTENING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: SOFTENING SHAMPOO 250 ML","SOFTENING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,11584.573,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16013,"REPAIRING MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: REPAIRING MASK 1000 ML","REPAIRING MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,16801.1844,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16014,"REPAIRING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: REPAIRING MASK 250 ML","REPAIRING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16015,"NOURISHING MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: NOURISHING MASK 1000 ML","NOURISHING MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,28001.974,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16016,"NOURISHING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: NOURISHING MASK 250 ML","NOURISHING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16017,"ANTI-FRIZZ MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: ANTI-FRIZZ MASK 1000 ML","ANTI-FRIZZ MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,28001.974,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16018,"ANTI-FRIZZ MASK 250 ML",1,0,visible,"Professional Italian Hair Care: ANTI-FRIZZ MASK 250 ML","ANTI-FRIZZ MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16001,"MOISTURIZING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING SHAMPOO 1000 ML","MOISTURIZING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,26225.199,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16002,"MOISTURIZING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING SHAMPOO 250 ML","MOISTURIZING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,12010.999,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16003,"MOISTURIZING MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING MASK 1000 ML","MOISTURIZING MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,28001.974,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16004,"MOISTURIZING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING MASK 250 ML","MOISTURIZING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16005,"AGE DEFYING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING SHAMPOO 1000 ML","AGE DEFYING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,26225.199,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16006,"AGE DEFYING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING SHAMPOO 250 ML","AGE DEFYING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,12010.999,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16007,"AGE DEFYING MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING MASK 1000 ML","AGE DEFYING MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,28001.974,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16008,"AGE DEFYING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING MASK 250 ML","AGE DEFYING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16009,"AGE DEFYING LAMELLAR ELIXIR 90 
ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING LAMELLAR ELIXIR 90 
ML","AGE DEFYING LAMELLAR ELIXIR 90 ML",taxable,1,100,0,0,,,,,1,,,"25,343.91860","Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16010,"AGE DEFYING LAMELLAR ELIXIR 9   
X 7 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING LAMELLAR ELIXIR 9   
X 7 ML","AGE DEFYING LAMELLAR ELIXIR 9 X 7 ML",taxable,1,100,0,0,,,,,1,,,36246.21,"Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16020,"DETANGLING DUAL PHASE LEAVE-
IN",1,0,visible,"Professional Italian Hair Care: DETANGLING DUAL PHASE LEAVE-
IN","DETANGLING DUAL PHASE LEAVE-IN",taxable,1,100,0,0,,,,,1,,,"18,052.03400","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16021,"MULTI ACTION 15IN1 150 ML",1,0,visible,"Professional Italian Hair Care: MULTI ACTION 15IN1 150 ML","MULTI ACTION 15IN1 150 ML",taxable,1,100,0,0,,,,,1,,,"18,052.03400","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16022,"CONDITIONING LEAVE-IN CREAM     
250 ML",1,0,visible,"Professional Italian Hair Care: CONDITIONING LEAVE-IN CREAM     
250 ML","CONDITIONING LEAVE-IN CREAM 250 ML",taxable,1,100,0,0,,,,,1,,,14398.9846,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16023,"NORMALIZING PEELING 150 ML",1,0,visible,"Professional Italian Hair Care: NORMALIZING PEELING 150 ML","NORMALIZING PEELING 150 ML",taxable,1,100,0,0,,,,,1,,,20084.6646,"Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
